symbol,interval_sc,open_timestamp_ms,open,high,low,close,volume
BTC-USDT,60,1761978540000,110002.45,110017.27,110002.45,110017.27,2.29946
BTC-USDT,60,1761978600000,110017.27,110035.8,110017.27,110035.8,1.50246
BTC-USDT,60,1761978660000,110035.79,110071.21,110035.79,110071.21,2.16606
BTC-USDT,60,1761978720000,110071.2,110100.0,110071.2,110100.0,1.2836
BTC-USDT,60,1761978780000,110099.99,110100.0,110099.99,110100.0,0.48717
BTC-USDT,60,1761978840000,110100.0,110157.3,110099.99,110157.3,8.3922
BTC-USDT,60,1761978900000,110157.3,110175.38,110139.74,110139.75,5.66191
BTC-USDT,60,1761978960000,110139.74,110139.75,110102.74,110112.09,2.7269
BTC-USDT,60,1761979020000,110112.09,110138.25,110112.08,110138.25,1.39243
BTC-USDT,60,1761979080000,110138.24,110138.25,110112.0,110121.93,3.08562
BTC-USDT,60,1761979140000,110121.93,110121.95,110121.93,110121.95,0.91386
BTC-USDT,60,1761979200000,110121.94,110121.94,110056.53,110056.53,4.81646
BTC-USDT,60,1761979260000,110056.54,110056.54,109987.71,109987.72,11.82425
BTC-USDT,60,1761979320000,109987.71,109992.67,109979.83,109992.66,7.08448
BTC-USDT,60,1761979380000,109992.67,109992.67,109951.43,109951.44,3.22639
BTC-USDT,60,1761979440000,109951.43,109967.1,109951.43,109967.09,2.37913
BTC-USDT,60,1761979500000,109967.1,109967.1,109960.5,109960.51,2.8901
BTC-USDT,60,1761979560000,109960.5,109960.51,109960.5,109960.51,1.03246
BTC-USDT,60,1761979620000,109960.51,109960.51,109933.86,109933.88,21.05904
BTC-USDT,60,1761979680000,109933.88,109975.55,109933.87,109975.55,3.2443
BTC-USDT,60,1761979740000,109975.54,110000.0,109975.54,109981.07,3.90728
BTC-USDT,60,1761979800000,109981.06,109981.07,109981.06,109981.07,0.85366
BTC-USDT,60,1761979860000,109981.07,109987.65,109964.0,109964.01,2.68088
BTC-USDT,60,1761979920000,109964.01,109979.74,109958.61,109970.63,3.8097
BTC-USDT,60,1761979980000,109970.62,109970.62,109966.25,109968.13,1.17973
BTC-USDT,60,1761980040000,109968.13,109995.61,109968.12,109995.61,2.76265
BTC-USDT,60,1761980100000,109995.6,110000.0,109995.6,110000.0,1.84628
BTC-USDT,60,1761980160000,110000.0,110007.99,109985.31,109985.32,3.73179
BTC-USDT,60,1761980220000,109985.32,109993.52,109985.31,109993.51,2.02158
BTC-USDT,60,1761980280000,109993.52,110000.0,109993.5,109999.99,5.42155
BTC-USDT,60,1761980340000,109999.99,110004.82,109999.99,110004.82,1.61327
BTC-USDT,60,1761980400000,110004.82,110031.39,110004.8,110004.81,4.71746
BTC-USDT,60,1761980460000,110004.81,110025.07,110004.8,110025.07,1.89195
BTC-USDT,60,1761980520000,110025.07,110025.07,110003.78,110003.79,4.6326
BTC-USDT,60,1761980580000,110003.79,110003.79,109992.78,109992.78,3.26805
BTC-USDT,60,1761980640000,109992.79,110046.38,109992.78,110038.0,4.58092
BTC-USDT,60,1761980700000,110037.99,110059.01,110033.11,110059.0,3.89803
BTC-USDT,60,1761980760000,110059.0,110095.04,110059.0,110086.81,7.55085
BTC-USDT,60,1761980820000,110086.8,110086.81,110080.89,110083.1,1.65109
BTC-USDT,60,1761980880000,110083.09,110096.55,110083.09,110096.55,1.26494
BTC-USDT,60,1761980940000,110096.55,110126.89,110096.54,110126.89,4.0042
BTC-USDT,60,1761981000000,110126.89,110126.89,110106.56,110117.55,2.52591
BTC-USDT,60,1761981060000,110117.54,110117.55,110117.54,110117.54,0.66166
BTC-USDT,60,1761981120000,110117.55,110117.55,110094.14,110094.14,3.66186
BTC-USDT,60,1761981180000,110094.14,110094.14,110059.0,110059.02,4.86296
BTC-USDT,60,1761981240000,110059.02,110068.66,110044.08,110044.08,1.86662
BTC-USDT,60,1761981300000,110044.08,110114.29,110044.08,110114.29,5.36539
BTC-USDT,60,1761981360000,110114.29,110165.02,110114.29,110165.01,7.46938
BTC-USDT,60,1761981420000,110165.02,110193.99,110165.01,110192.44,4.9454
BTC-USDT,60,1761981480000,110192.43,110192.44,110155.02,110155.03,4.43115
BTC-USDT,60,1761981540000,110155.02,110155.03,110106.97,110106.98,5.89159
BTC-USDT,60,1761981600000,110106.97,110121.96,110089.16,110121.95,6.25284
BTC-USDT,60,1761981660000,110121.96,110121.96,110108.13,110108.14,1.03865
BTC-USDT,60,1761981720000,110108.14,110146.44,110108.13,110146.44,4.58186
BTC-USDT,60,1761981780000,110146.43,110146.44,110146.43,110146.44,1.10445
BTC-USDT,60,1761981840000,110146.44,110172.85,110146.43,110165.9,4.27817
BTC-USDT,60,1761981900000,110165.89,110165.9,110130.52,110154.68,3.3963
BTC-USDT,60,1761981960000,110154.67,110196.85,110154.67,110196.84,6.23948
BTC-USDT,60,1761982020000,110196.85,110196.85,110167.67,110167.68,3.96705
BTC-USDT,60,1761982080000,110167.67,110167.68,110155.2,110155.21,0.91391
BTC-USDT,60,1761982140000,110155.21,110175.03,110155.2,110175.03,3.28055
BTC-USDT,60,1761982200000,110175.03,110208.57,110175.03,110208.57,9.15068
BTC-USDT,60,1761982260000,110208.57,110250.0,110208.56,110245.46,15.61735
BTC-USDT,60,1761982320000,110245.46,110251.67,110245.45,110245.83,14.72599
BTC-USDT,60,1761982380000,110245.82,110250.19,110216.78,110250.19,11.37029
BTC-USDT,60,1761982440000,110250.18,110250.18,110199.3,110199.31,5.07938
BTC-USDT,60,1761982500000,110199.3,110206.64,110199.3,110206.63,4.02351
BTC-USDT,60,1761982560000,110206.64,110226.64,110206.63,110212.44,3.83597
BTC-USDT,60,1761982620000,110212.43,110219.06,110205.97,110205.98,4.52731
BTC-USDT,60,1761982680000,110205.98,110205.98,110180.8,110180.8,3.81769
BTC-USDT,60,1761982740000,110180.81,110183.73,110180.8,110183.73,3.89394
BTC-USDT,60,1761982800000,110183.72,110183.73,110102.78,110114.86,13.49379
BTC-USDT,60,1761982860000,110114.86,110114.86,110103.02,110110.49,2.34285
BTC-USDT,60,1761982920000,110110.48,110110.49,110074.01,110074.01,14.23937
BTC-USDT,60,1761982980000,110074.02,110094.39,110074.01,110094.39,2.52431
BTC-USDT,60,1761983040000,110094.38,110094.39,110094.38,110094.39,1.59585
BTC-USDT,60,1761983100000,110094.38,110097.57,110094.38,110097.56,1.83125
BTC-USDT,60,1761983160000,110097.56,110097.57,110074.01,110074.02,2.72264
BTC-USDT,60,1761983220000,110074.02,110088.65,110074.01,110088.65,1.40302
BTC-USDT,60,1761983280000,110088.65,110088.65,110060.09,110064.92,12.57301
BTC-USDT,60,1761983340000,110064.92,110075.04,110026.01,110026.01,5.59304
BTC-USDT,60,1761983400000,110026.01,110058.08,110025.99,110058.07,6.68348
BTC-USDT,60,1761983460000,110058.07,110058.14,110058.06,110058.13,0.89108
BTC-USDT,60,1761983520000,110058.13,110058.14,110040.21,110044.72,4.46957
BTC-USDT,60,1761983580000,110044.72,110077.41,110044.71,110062.0,9.84438
BTC-USDT,60,1761983640000,110062.0,110085.68,110061.99,110085.67,2.45973
BTC-USDT,60,1761983700000,110085.68,110095.43,110085.67,110095.42,1.77141
BTC-USDT,60,1761983760000,110095.42,110095.43,110066.4,110078.7,4.49516
BTC-USDT,60,1761983820000,110078.69,110078.7,110066.4,110066.41,2.05433
BTC-USDT,60,1761983880000,110066.41,110066.41,110064.0,110064.01,0.71827
BTC-USDT,60,1761983940000,110064.01,110071.4,110064.0,110071.4,2.06695
BTC-USDT,60,1761984000000,110071.4,110156.36,110071.4,110156.36,6.71388
BTC-USDT,60,1761984060000,110156.36,110161.38,110141.29,110141.3,4.2999
BTC-USDT,60,1761984120000,110141.3,110160.82,110141.29,110143.11,4.59695
BTC-USDT,60,1761984180000,110143.12,110145.87,110143.11,110145.86,3.44092
BTC-USDT,60,1761984240000,110145.87,110148.19,110134.33,110148.19,4.52604
BTC-USDT,60,1761984300000,110148.19,110159.23,110148.18,110155.95,6.04168
BTC-USDT,60,1761984360000,110155.95,110194.58,110155.95,110194.58,5.97732
BTC-USDT,60,1761984420000,110194.57,110194.58,110116.58,110116.58,7.44496
BTC-USDT,60,1761984480000,110116.59,110140.73,110102.0,110140.73,3.91677
BTC-USDT,60,1761984540000,110140.72,110169.99,110140.72,110169.98,4.74548
BTC-USDT,60,1761984600000,110169.99,110177.19,110169.98,110177.19,1.82426
BTC-USDT,60,1761984660000,110177.19,110177.19,110162.27,110162.28,7.65877
BTC-USDT,60,1761984720000,110162.27,110162.27,110126.56,110128.49,7.5893
BTC-USDT,60,1761984780000,110128.49,110152.83,110128.48,110152.83,1.64183
BTC-USDT,60,1761984840000,110152.83,110160.0,110152.82,110160.0,0.95639
BTC-USDT,60,1761984900000,110160.0,110192.93,110159.99,110192.93,7.10274
BTC-USDT,60,1761984960000,110192.92,110216.23,110192.92,110216.23,2.96213
BTC-USDT,60,1761985020000,110216.23,110268.86,110216.22,110260.72,15.30039
BTC-USDT,60,1761985080000,110260.72,110260.72,110200.49,110200.49,9.43855
BTC-USDT,60,1761985140000,110200.49,110224.24,110189.32,110189.32,6.40117
BTC-USDT,60,1761985200000,110189.32,110200.54,110189.32,110191.94,3.546
BTC-USDT,60,1761985260000,110191.94,110216.62,110191.93,110216.62,13.10353
BTC-USDT,60,1761985320000,110216.62,110216.62,110205.0,110205.01,4.53612
BTC-USDT,60,1761985380000,110205.01,110205.01,110205.0,110205.01,5.8182
BTC-USDT,60,1761985440000,110205.01,110205.01,110198.56,110198.57,4.18436
BTC-USDT,60,1761985500000,110198.56,110198.57,110179.35,110179.35,7.03742
BTC-USDT,60,1761985560000,110179.36,110187.62,110173.0,110173.01,5.27546
BTC-USDT,60,1761985620000,110173.0,110200.0,110173.0,110200.0,5.73876
BTC-USDT,60,1761985680000,110200.0,110200.0,110188.89,110188.89,2.07088
BTC-USDT,60,1761985740000,110188.89,110188.9,110188.89,110188.89,2.736
BTC-USDT,60,1761985800000,110188.9,110188.9,110185.0,110185.01,2.23988
BTC-USDT,60,1761985860000,110185.01,110185.01,110185.0,110185.0,1.01843
BTC-USDT,60,1761985920000,110185.0,110228.67,110185.0,110215.01,9.6346
BTC-USDT,60,1761985980000,110215.01,110215.01,110215.0,110215.01,1.11538
BTC-USDT,60,1761986040000,110215.01,110233.82,110207.01,110207.01,7.18472
BTC-USDT,60,1761986100000,110207.0,110211.01,110194.0,110211.0,4.95303
BTC-USDT,60,1761986160000,110211.01,110211.01,110190.0,110204.31,4.21488
BTC-USDT,60,1761986220000,110204.31,110204.31,110204.3,110204.31,1.11109
BTC-USDT,60,1761986280000,110204.3,110204.32,110190.0,110190.0,6.43537
BTC-USDT,60,1761986340000,110190.0,110190.01,110187.96,110187.97,1.95873
BTC-USDT,60,1761986400000,110187.97,110198.6,110185.0,110185.01,5.52517
BTC-USDT,60,1761986460000,110185.01,110185.01,110182.8,110182.81,2.40841
BTC-USDT,60,1761986520000,110182.8,110182.81,110182.8,110182.81,1.91696
BTC-USDT,60,1761986580000,110182.81,110182.81,110182.8,110182.81,2.58858
BTC-USDT,60,1761986640000,110182.8,110182.81,110180.0,110180.01,2.75298
BTC-USDT,60,1761986700000,110180.01,110196.98,110180.0,110196.98,3.6602
BTC-USDT,60,1761986760000,110196.97,110196.98,110180.0,110184.94,10.80633
BTC-USDT,60,1761986820000,110184.94,110207.71,110184.93,110207.71,3.50747
BTC-USDT,60,1761986880000,110207.7,110210.44,110207.7,110210.43,1.05249
BTC-USDT,60,1761986940000,110210.44,110229.85,110210.43,110229.84,3.85042
BTC-USDT,60,1761987000000,110229.85,110232.05,110204.73,110205.19,6.63123
BTC-USDT,60,1761987060000,110205.2,110232.06,110205.19,110232.06,2.94498
BTC-USDT,60,1761987120000,110232.06,110270.9,110232.05,110270.9,2.75259
BTC-USDT,60,1761987180000,110270.9,110270.9,110241.12,110248.38,9.50421
BTC-USDT,60,1761987240000,110248.38,110248.38,110230.64,110230.64,6.04796
BTC-USDT,60,1761987300000,110230.65,110230.65,110226.0,110226.0,1.25874
BTC-USDT,60,1761987360000,110226.01,110237.07,110226.0,110237.07,4.60653
BTC-USDT,60,1761987420000,110237.06,110237.07,110221.0,110221.01,12.2298
BTC-USDT,60,1761987480000,110221.01,110232.04,110221.0,110232.04,4.07023
BTC-USDT,60,1761987540000,110232.03,110254.12,110232.03,110248.88,15.92118
BTC-USDT,60,1761987600000,110248.88,110248.88,110218.0,110218.0,10.88372
BTC-USDT,60,1761987660000,110218.01,110218.01,110181.17,110181.18,7.99471
BTC-USDT,60,1761987720000,110181.17,110201.81,110175.55,110201.81,9.74973
BTC-USDT,60,1761987780000,110201.8,110237.14,110201.8,110224.0,7.47803
BTC-USDT,60,1761987840000,110224.0,110224.0,110223.99,110224.0,8.06775
BTC-USDT,60,1761987900000,110223.99,110224.0,110209.32,110214.53,3.3015
BTC-USDT,60,1761987960000,110214.53,110214.53,110194.18,110194.18,2.3848
BTC-USDT,60,1761988020000,110194.18,110194.19,110180.45,110180.46,1.98953
BTC-USDT,60,1761988080000,110180.45,110180.46,110180.45,110180.46,0.71561
BTC-USDT,60,1761988140000,110180.46,110193.49,110180.46,110193.48,2.87086
BTC-USDT,60,1761988200000,110193.48,110206.27,110192.46,110203.55,7.12057
BTC-USDT,60,1761988260000,110203.54,110226.64,110203.54,110226.63,4.13576
BTC-USDT,60,1761988320000,110226.64,110226.64,110217.3,110219.51,5.65644
BTC-USDT,60,1761988380000,110219.5,110224.0,110216.76,110224.0,4.97139
BTC-USDT,60,1761988440000,110224.0,110233.45,110223.99,110233.45,1.76401
BTC-USDT,60,1761988500000,110233.45,110254.55,110233.44,110254.55,5.34195
BTC-USDT,60,1761988560000,110254.55,110254.55,110254.54,110254.55,0.66119
BTC-USDT,60,1761988620000,110254.54,110254.55,110237.41,110237.41,6.09411
BTC-USDT,60,1761988680000,110237.41,110237.42,110225.19,110225.2,4.15293
BTC-USDT,60,1761988740000,110225.2,110225.2,110225.19,110225.19,0.54578
BTC-USDT,60,1761988800000,110225.2,110225.2,110225.19,110225.19,0.7364
BTC-USDT,60,1761988860000,110225.19,110225.2,110225.19,110225.19,3.94427
BTC-USDT,60,1761988920000,110225.19,110225.2,110225.19,110225.19,1.06419
BTC-USDT,60,1761988980000,110225.19,110225.2,110161.56,110161.57,11.2271
BTC-USDT,60,1761989040000,110161.57,110181.35,110161.56,110181.34,4.75755
BTC-USDT,60,1761989100000,110181.35,110181.35,110181.33,110181.34,3.50466
BTC-USDT,60,1761989160000,110181.34,110181.34,110155.27,110155.27,8.88382
BTC-USDT,60,1761989220000,110155.27,110162.35,110142.85,110162.35,7.11358
BTC-USDT,60,1761989280000,110162.35,110183.91,110162.34,110172.91,5.06945
BTC-USDT,60,1761989340000,110172.9,110182.46,110172.9,110182.45,5.01333
BTC-USDT,60,1761989400000,110182.46,110182.46,110154.24,110154.24,5.04563
BTC-USDT,60,1761989460000,110154.25,110154.25,110121.96,110121.97,2.60055
BTC-USDT,60,1761989520000,110121.97,110124.71,110110.96,110110.97,8.90732
BTC-USDT,60,1761989580000,110110.96,110110.96,110077.04,110077.04,4.82982
BTC-USDT,60,1761989640000,110077.05,110082.12,110077.04,110077.05,5.52469
BTC-USDT,60,1761989700000,110077.05,110086.83,110077.05,110086.82,3.82576
BTC-USDT,60,1761989760000,110086.82,110086.84,110086.82,110086.84,4.15498
BTC-USDT,60,1761989820000,110086.83,110086.84,110077.0,110077.0,7.81366
BTC-USDT,60,1761989880000,110077.0,110086.66,110068.08,110082.72,9.3108
BTC-USDT,60,1761989940000,110082.71,110082.72,110072.22,110072.23,3.35856
BTC-USDT,60,1761990000000,110072.23,110072.23,110056.36,110056.37,3.30343
BTC-USDT,60,1761990060000,110056.37,110056.37,110056.36,110056.37,1.46024
BTC-USDT,60,1761990120000,110056.36,110056.37,110000.0,110000.01,16.12032
BTC-USDT,60,1761990180000,110000.0,110030.0,109981.19,110013.7,16.68593
BTC-USDT,60,1761990240000,110013.71,110013.71,110005.53,110005.53,2.83282
BTC-USDT,60,1761990300000,110005.54,110049.99,110005.53,110049.98,9.11708
BTC-USDT,60,1761990360000,110049.99,110080.2,110049.98,110080.14,6.67749
BTC-USDT,60,1761990420000,110080.13,110090.6,110080.13,110090.59,1.859
BTC-USDT,60,1761990480000,110090.6,110121.95,110053.05,110054.01,33.11839
BTC-USDT,60,1761990540000,110054.0,110069.03,110043.92,110053.8,8.14392
BTC-USDT,60,1761990600000,110053.79,110058.97,110028.33,110028.33,7.33854
BTC-USDT,60,1761990660000,110028.34,110037.28,110021.97,110021.98,7.89582
BTC-USDT,60,1761990720000,110021.98,110021.98,109996.77,109996.77,8.91912
BTC-USDT,60,1761990780000,109996.77,109996.78,109970.18,109979.43,6.37431
BTC-USDT,60,1761990840000,109979.43,110002.87,109970.6,109970.61,8.42741
BTC-USDT,60,1761990900000,109970.61,109970.61,109970.6,109970.61,0.6393
BTC-USDT,60,1761990960000,109970.6,109990.94,109970.6,109990.94,4.07988
BTC-USDT,60,1761991020000,109990.93,109990.94,109990.93,109990.94,1.59347
BTC-USDT,60,1761991080000,109990.93,109991.29,109990.93,109991.28,2.17374
BTC-USDT,60,1761991140000,109991.28,109991.29,109991.28,109991.29,1.66281
BTC-USDT,60,1761991200000,109991.29,110035.99,109991.28,110035.99,4.24435
BTC-USDT,60,1761991260000,110035.98,110035.99,110035.98,110035.99,5.57742
BTC-USDT,60,1761991320000,110035.98,110085.04,110035.98,110085.03,5.59072
BTC-USDT,60,1761991380000,110085.04,110099.98,110085.03,110094.45,3.94616
BTC-USDT,60,1761991440000,110094.45,110094.45,110076.38,110076.38,15.18893
BTC-USDT,60,1761991500000,110076.38,110076.39,110015.31,110015.32,5.47216
BTC-USDT,60,1761991560000,110015.31,110015.32,110005.18,110005.18,3.6086
BTC-USDT,60,1761991620000,110005.19,110005.19,109988.09,109988.1,5.64194
BTC-USDT,60,1761991680000,109988.09,109988.1,109970.57,109970.57,4.66007
BTC-USDT,60,1761991740000,109970.57,109972.39,109970.57,109972.39,1.15027
BTC-USDT,60,1761991800000,109972.38,109972.39,109950.1,109950.55,3.80354
BTC-USDT,60,1761991860000,109950.55,109950.55,109882.0,109882.01,18.20412
BTC-USDT,60,1761991920000,109882.01,109882.01,109854.72,109867.01,15.54862
BTC-USDT,60,1761991980000,109867.01,109882.03,109867.0,109882.03,3.71024
BTC-USDT,60,1761992040000,109882.03,109894.0,109882.02,109893.99,1.35959
BTC-USDT,60,1761992100000,109894.0,109923.55,109893.99,109912.58,6.63313
BTC-USDT,60,1761992160000,109912.58,109912.59,109912.58,109912.58,1.09931
BTC-USDT,60,1761992220000,109912.58,109932.58,109912.57,109932.58,4.22909
BTC-USDT,60,1761992280000,109932.58,109939.33,109928.93,109928.94,5.74795
BTC-USDT,60,1761992340000,109928.94,109954.02,109928.93,109954.02,9.11555
BTC-USDT,60,1761992400000,109954.02,109974.0,109954.01,109974.0,3.05074
BTC-USDT,60,1761992460000,109974.0,109974.0,109973.99,109974.0,2.21485
BTC-USDT,60,1761992520000,109973.99,109974.0,109973.99,109973.99,0.47478
BTC-USDT,60,1761992580000,109973.99,109974.0,109973.99,109974.0,0.66976
BTC-USDT,60,1761992640000,109973.99,109974.0,109973.99,109974.0,0.55846
BTC-USDT,60,1761992700000,109973.99,109974.0,109973.99,109974.0,6.36879
BTC-USDT,60,1761992760000,109974.0,109974.0,109973.99,109974.0,1.00102
BTC-USDT,60,1761992820000,109974.0,109974.0,109973.99,109974.0,0.36899
BTC-USDT,60,1761992880000,109973.99,110017.27,109973.99,110017.26,11.07969
BTC-USDT,60,1761992940000,110017.27,110017.27,110007.91,110007.92,3.78644
BTC-USDT,60,1761993000000,110007.91,110007.92,110007.91,110007.92,3.2566
BTC-USDT,60,1761993060000,110007.92,110007.92,110006.07,110006.08,12.94926
BTC-USDT,60,1761993120000,110006.07,110020.2,110006.07,110020.19,6.92238
BTC-USDT,60,1761993180000,110020.19,110050.0,110020.19,110040.25,7.85951
BTC-USDT,60,1761993240000,110040.24,110040.25,110040.24,110040.25,2.28145
BTC-USDT,60,1761993300000,110040.25,110040.25,110040.24,110040.25,1.01119
BTC-USDT,60,1761993360000,110040.24,110040.25,109992.55,109992.55,5.96461
BTC-USDT,60,1761993420000,109992.54,109992.54,109976.82,109986.89,4.89186
BTC-USDT,60,1761993480000,109986.88,109986.89,109986.88,109986.88,1.0036
BTC-USDT,60,1761993540000,109986.88,110005.21,109986.88,110005.21,3.24255
BTC-USDT,60,1761993600000,110005.21,110031.76,110005.2,110031.76,3.20571
BTC-USDT,60,1761993660000,110031.75,110031.76,110031.75,110031.75,0.7216
BTC-USDT,60,1761993720000,110031.75,110031.76,110031.75,110031.75,1.19589
BTC-USDT,60,1761993780000,110031.76,110080.0,110031.75,110080.0,8.64609
BTC-USDT,60,1761993840000,110079.99,110080.0,110079.99,110080.0,0.80821
BTC-USDT,60,1761993900000,110079.99,110091.06,110079.99,110091.06,5.85722
BTC-USDT,60,1761993960000,110091.05,110095.06,110091.05,110095.06,1.45705
BTC-USDT,60,1761994020000,110095.06,110096.7,110095.05,110096.7,1.74207
BTC-USDT,60,1761994080000,110096.69,110096.7,110096.69,110096.7,0.76921
BTC-USDT,60,1761994140000,110096.7,110110.0,110070.26,110110.0,12.07744
BTC-USDT,60,1761994200000,110109.99,110110.0,110083.85,110083.86,2.97182
BTC-USDT,60,1761994260000,110083.86,110103.14,110083.85,110103.13,2.68405
BTC-USDT,60,1761994320000,110103.14,110169.23,110103.13,110169.23,10.1817
BTC-USDT,60,1761994380000,110169.23,110169.23,110142.81,110142.82,4.51222
BTC-USDT,60,1761994440000,110142.81,110142.82,110121.95,110121.96,0.65391
BTC-USDT,60,1761994500000,110121.95,110121.96,110121.95,110121.96,1.64589
BTC-USDT,60,1761994560000,110121.96,110121.96,110121.95,110121.95,1.98314
BTC-USDT,60,1761994620000,110121.95,110131.32,110121.95,110129.59,3.06508
BTC-USDT,60,1761994680000,110129.59,110129.59,110129.58,110129.59,2.4812
BTC-USDT,60,1761994740000,110129.58,110147.83,110129.58,110147.83,2.8867
BTC-USDT,60,1761994800000,110147.83,110176.22,110147.83,110176.22,3.56926
BTC-USDT,60,1761994860000,110176.22,110200.0,110176.21,110200.0,5.09559
BTC-USDT,60,1761994920000,110200.0,110200.0,110199.99,110199.99,1.61571
BTC-USDT,60,1761994980000,110199.99,110200.0,110171.49,110171.49,6.45186
BTC-USDT,60,1761995040000,110171.49,110171.5,110171.49,110171.5,2.17571
BTC-USDT,60,1761995100000,110171.49,110183.33,110171.49,110183.32,2.08198
BTC-USDT,60,1761995160000,110183.33,110233.79,110183.32,110233.79,5.63651
BTC-USDT,60,1761995220000,110233.79,110233.79,110217.98,110217.99,4.29614
BTC-USDT,60,1761995280000,110217.99,110238.78,110215.55,110215.56,9.78133
BTC-USDT,60,1761995340000,110215.55,110215.56,110215.55,110215.56,0.69177
BTC-USDT,60,1761995400000,110215.56,110218.31,110215.55,110218.31,0.75108
BTC-USDT,60,1761995460000,110218.3,110226.47,110218.3,110226.47,1.61076
BTC-USDT,60,1761995520000,110226.46,110226.47,110219.14,110219.15,2.49387
BTC-USDT,60,1761995580000,110219.14,110219.15,110219.14,110219.15,1.62584
BTC-USDT,60,1761995640000,110219.15,110219.15,110193.6,110193.61,2.24559
BTC-USDT,60,1761995700000,110193.6,110193.61,110193.6,110193.6,1.01431
BTC-USDT,60,1761995760000,110193.6,110193.61,110182.0,110182.01,3.27009
BTC-USDT,60,1761995820000,110182.01,110191.44,110182.0,110191.44,2.53996
BTC-USDT,60,1761995880000,110191.43,110191.44,110191.43,110191.44,0.81448
BTC-USDT,60,1761995940000,110191.44,110197.5,110191.43,110197.5,1.13636
BTC-USDT,60,1761996000000,110197.5,110197.5,110177.07,110177.08,2.95749
BTC-USDT,60,1761996060000,110177.08,110177.08,110146.92,110146.93,1.9815
BTC-USDT,60,1761996120000,110146.93,110146.93,110136.0,110136.0,1.94476
BTC-USDT,60,1761996180000,110136.01,110136.01,110126.19,110128.96,2.14133
BTC-USDT,60,1761996240000,110128.96,110128.96,110108.0,110108.0,2.53516
BTC-USDT,60,1761996300000,110108.0,110108.01,110108.0,110108.01,1.37452
BTC-USDT,60,1761996360000,110108.0,110108.01,110084.39,110084.39,1.74983
BTC-USDT,60,1761996420000,110084.39,110084.4,110084.39,110084.4,3.2238
BTC-USDT,60,1761996480000,110084.4,110084.4,110059.23,110060.5,3.83766
BTC-USDT,60,1761996540000,110060.51,110060.51,110052.23,110052.24,1.87208
BTC-USDT,60,1761996600000,110052.24,110052.24,110042.06,110042.07,4.35602
BTC-USDT,60,1761996660000,110042.07,110042.07,110000.01,110014.71,7.95216
BTC-USDT,60,1761996720000,110014.72,110052.06,110014.71,110020.99,5.34606
BTC-USDT,60,1761996780000,110020.99,110021.0,110020.99,110021.0,0.62759
BTC-USDT,60,1761996840000,110021.0,110033.03,110020.99,110033.03,1.11912
BTC-USDT,60,1761996900000,110033.02,110033.03,110033.02,110033.03,1.0607
BTC-USDT,60,1761996960000,110033.02,110033.03,110033.02,110033.03,1.75437
BTC-USDT,60,1761997020000,110033.02,110033.03,110024.19,110024.2,5.18679
BTC-USDT,60,1761997080000,110024.2,110024.2,110014.71,110014.71,3.37241
BTC-USDT,60,1761997140000,110014.72,110037.22,110014.71,110037.21,2.51573
BTC-USDT,60,1761997200000,110037.22,110058.0,110037.21,110057.99,2.10026
BTC-USDT,60,1761997260000,110057.99,110079.22,110057.99,110079.22,2.95549
BTC-USDT,60,1761997320000,110079.22,110093.18,110079.21,110093.18,3.34412
BTC-USDT,60,1761997380000,110093.18,110093.18,110093.17,110093.18,0.58139
BTC-USDT,60,1761997440000,110093.18,110093.18,110093.17,110093.18,1.39945
BTC-USDT,60,1761997500000,110093.18,110093.18,110093.17,110093.17,0.92388
BTC-USDT,60,1761997560000,110093.18,110093.19,110093.17,110093.18,6.55752
BTC-USDT,60,1761997620000,110093.18,110093.18,110086.68,110086.69,3.8419
BTC-USDT,60,1761997680000,110086.68,110097.71,110086.68,110097.71,2.97053
BTC-USDT,60,1761997740000,110097.71,110108.45,110097.7,110108.45,3.75797
BTC-USDT,60,1761997800000,110108.45,110121.95,110108.45,110121.95,1.59223
BTC-USDT,60,1761997860000,110121.94,110187.03,110121.94,110187.03,9.46264
BTC-USDT,60,1761997920000,110187.02,110187.03,110175.53,110184.38,5.06225
BTC-USDT,60,1761997980000,110184.37,110184.38,110184.37,110184.38,0.61361
BTC-USDT,60,1761998040000,110184.37,110184.38,110122.0,110122.01,9.76719
BTC-USDT,60,1761998100000,110122.0,110138.74,110122.0,110138.74,3.34885
BTC-USDT,60,1761998160000,110138.74,110148.35,110119.24,110119.25,8.29808
BTC-USDT,60,1761998220000,110119.25,110126.52,110109.1,110117.61,6.43873
BTC-USDT,60,1761998280000,110117.61,110117.61,110117.6,110117.61,1.06042
BTC-USDT,60,1761998340000,110117.6,110137.59,110117.6,110137.59,3.55094
BTC-USDT,60,1761998400000,110137.59,110145.62,110133.69,110133.7,4.1348
BTC-USDT,60,1761998460000,110133.7,110153.78,110133.69,110141.95,5.48153
BTC-USDT,60,1761998520000,110141.95,110141.97,110141.94,110141.97,2.45735
BTC-USDT,60,1761998580000,110141.96,110141.97,110136.04,110136.05,6.79225
BTC-USDT,60,1761998640000,110136.04,110151.96,110136.04,110142.6,6.51109
BTC-USDT,60,1761998700000,110142.6,110155.1,110142.59,110155.1,1.70655
BTC-USDT,60,1761998760000,110155.1,110179.44,110155.09,110179.44,1.83052
BTC-USDT,60,1761998820000,110179.44,110179.44,110179.43,110179.44,0.70591
BTC-USDT,60,1761998880000,110179.44,110179.44,110179.43,110179.44,3.0118
